Estado,Hospitalizados (%),Ventilación (%),UCI y Ventilación (%),Fecha
Ciudad de México,72.75,57.57,64.19,2020-05-13
México,57.46,53.87,73.94,2020-05-13
Baja California,56.42,47.28,61.19,2020-05-13
Guerrero,52.19,34.4,65.11,2020-05-13
Veracruz de Ignacio de La Llave,39.8,31.35,64.42,2020-05-13
Sinaloa,39.6,54.54,100,2020-05-13
Tabasco,38.94,23.92,31.25,2020-05-13
Morelos,38.19,16.66,51.72,2020-05-13
Quintana Roo,37.78,36.15,36.06,2020-05-13
Hidalgo,36.26,24.52,27.02,2020-05-13
Puebla,29.27,27.31,56.06,2020-05-13
Nayarit,26.05,14.75,0,2020-05-13
Yucatán,23.32,21.83,37.93,2020-05-13
Tlaxcala,22.22,29.26,100,2020-05-13
Chihuahua,21.07,16.14,22.66,2020-05-13
Chiapas,17.14,27.27,50,2020-05-13
Oaxaca,14.71,31.25,47.82,2020-05-13
Sonora,14.53,8.8,23.33,2020-05-13
Nuevo León,13.74,9.32,14.65,2020-05-13
Coahuila de Zaragoza,12.94,7.54,7.14,2020-05-13
Michoacán de Ocampo,12.81,9.62,24.24,2020-05-13
Querétaro,12.37,17.08,58.62,2020-05-13
Campeche,11.9,15.11,14.28,2020-05-13
Aguascalientes,11.76,10.16,5.55,2020-05-13
Tamaulipas,11.48,5.16,11.88,2020-05-13
